,C_LAT,C_LONG,H_LAT,H_LONG
238,-12.166435,-76.973951,-12.161379,-76.973275
239,-12.074387,-76.97283,-12.085025,-76.97716
240,-12.072172,-77.07568899999998,-12.070574,-77.087435
241,-12.074992,-77.078367,-12.078274,-77.086809
242,-12.08387,-77.07107999999998,-12.087805,-77.072422
243,-12.12352,-77.014875,-12.127158,-77.013495
244,-12.113945,-77.038818,-12.1103,-77.04008
245,-12.098348,-77.029787,-12.103441,-77.02994599999998
246,-12.115244,-77.040569,-12.1103,-77.04008
247,-12.069261,-77.03140299999998,-12.067335,-77.02889299999998
248,-12.096866,-77.038584,-12.093352,-77.03529399999998
249,-12.049355,-77.024855,-12.047523,-77.02191999999998
250,-12.12481,-77.018023,-12.12836,-77.017943
251,-12.087413,-77.033867,-12.088413,-77.033422
252,-12.121873,-77.039939,-12.118871,-77.036776
253,-11.997498,-77.11742599999998,-11.996181,-77.12101699999998
254,-11.882719,-77.024809,-11.879687,-77.019867
255,-11.886919,-77.022763,-11.887336,-77.02318699999998
256,-11.949037,-76.980666,-11.941532,-76.984825
257,-11.940297,-76.97763,-11.937439,-76.97140799999998
258,-11.937277,-76.972724,-11.937439,-76.97140799999998
259,-12.0608,-77.1246,-12.062943,-77.122928
260,-12.064547,-77.119112,-12.064124,-77.12131499999998
261,-12.030712,-76.997235,-12.027733,-76.992626
262,-12.023873,-76.999449,-12.022758,-77.000873
263,-12.003299,-77.00536099999998,-12.004175,-77.006782
264,-11.988505,-77.01703899999998,-11.984369,-77.01659999999998
265,-11.981746,-77.018569,-11.984369,-77.01659999999998
266,-11.978014,-77.01823,-11.984369,-77.01659999999998
267,-11.973393,-77.013507,-11.983311,-77.011464
268,-11.971804,-77.009161,-11.965937,-77.00242699999998
269,-11.971523,-77.00188199999998,-11.965937,-77.00242699999998
270,-11.953274,-77.00548499999998,-11.957419,-77.00362199999998
271,-11.955545,-76.980744,-11.957459,-76.98927999999998
272,-11.940469,-76.965783,-11.937439,-76.97140799999998
273,-11.948389,-76.975544,-11.937439,-76.97140799999998
274,-11.965173,-76.97661999999998,-11.964664,-76.990649
275,-11.989312,-77.006124,-11.98597,-77.00579999999998
276,-11.988204,-77.003247,-11.98597,-77.00579999999998
277,-11.993651,-77.00184,-11.993242,-77.010506
278,-12.003693,-76.996575,-12.00197,-76.995632
279,-12.034329,-77.005967,-12.040339,-77.00094799999998
280,-12.043127,-77.111445,-12.042956,-77.09869299999998
281,-12.042946,-77.102631,-12.042956,-77.09869299999998
282,-12.043575,-77.099179,-12.042956,-77.09869299999998
283,-12.033888,-77.098308,-12.042956,-77.09869299999998
284,-12.023751,-77.089197,-12.025037,-77.100943
285,-12.020231,-77.091706,-12.019832,-77.10227299999998
286,-11.979169,-77.054337,-11.978779,-77.053094
287,-12.073353,-76.99874599999998,-12.07332,-76.991967
288,-12.071095,-76.997056,-12.07332,-76.991967
289,-12.025634,-77.066303,-12.032111,-77.066517
290,-12.027821,-77.066922,-12.032111,-77.066517
291,-11.955742,-77.083455,-11.944327,-77.08753
292,-11.978844,-77.07463699999998,-11.977677,-77.07427099999998
293,-11.994205,-77.054468,-11.989343,-77.05893299999998
294,-12.056117,-77.12914399999998,-12.054327,-77.129063
295,-12.055957,-77.128613,-12.054327,-77.129063
296,-12.050328,-77.103858,-12.042956,-77.09869299999998
297,-12.014607,-77.09108399999998,-12.012384,-77.092056
298,-11.869507,-77.01152899999998,-11.87391,-77.00857
299,-11.990396,-77.045918,-11.989343,-77.05893299999998
300,-11.990551,-77.04963499999998,-11.989343,-77.05893299999998
301,-11.982951,-77.053792,-11.978779,-77.053094
302,-12.078977,-77.007338,-12.079766,-77.001779
303,-12.060582,-77.11021499999998,-12.061774,-77.106525
304,-12.017051,-77.090428,-12.01564,-77.097628
305,-11.94781,-76.98944199999998,-11.957459,-76.98927999999998
306,-11.943998,-76.991448,-11.941532,-76.984825
307,-11.942684,-76.976815,-11.937439,-76.97140799999998
308,-12.073238,-77.087051,-12.070574,-77.087435
309,-12.054716,-77.01492399999998,-12.056565,-77.01506999999998
310,-12.05139,-77.017278,-12.055729,-77.017972
311,-12.056188,-77.042761,-12.052711,-77.04196299999998
312,-12.056269,-77.043605,-12.052711,-77.04196299999998
313,-12.056395,-77.04490599999998,-12.051836,-77.04604399999998
314,-12.050873,-77.043284,-12.050081,-77.042719
315,-12.046299,-77.040552,-12.047134,-77.042479
316,-11.958562,-76.99979399999998,-11.957419,-77.00362199999998
317,-11.958199,-77.00492699999998,-11.957419,-77.00362199999998
318,-11.859801,-77.12416899999998,-11.858357,-77.125083
319,-11.859298,-77.124069,-11.858357,-77.125083
320,-11.857717,-77.124716,-11.858357,-77.125083
321,-11.859442,-77.125971,-11.858357,-77.125083
322,-11.859337,-77.126338,-11.858357,-77.125083
323,-11.859664,-77.12661799999998,-11.858357,-77.125083
324,-11.860936,-77.12773099999998,-11.858357,-77.125083
325,-11.857796,-77.126565,-11.858357,-77.125083
326,-11.856696,-77.121314,-11.855123,-77.122894
327,-11.856464,-77.11975099999998,-11.855123,-77.122894
328,-11.85314,-77.119291,-11.851788,-77.11787599999998
329,-11.85161,-77.11954199999998,-11.851788,-77.11787599999998
330,-11.849889,-77.118286,-11.851788,-77.11787599999998
331,-11.850373,-77.121504,-11.851788,-77.11787599999998
332,-11.850532,-77.12576099999998,-11.855564,-77.125771
333,-11.851678,-77.124949,-11.855564,-77.125771
334,-11.852998,-77.12645899999998,-11.855564,-77.125771
335,-11.85364,-77.126481,-11.855564,-77.125771
336,-11.855606,-77.127466,-11.855564,-77.125771
337,-11.85484,-77.12339,-11.855123,-77.122894
338,-11.973889,-76.939144,-11.980968,-76.942474
339,-12.022645,-76.985844,-12.027733,-76.992626
340,-12.024797,-76.986969,-12.027733,-76.992626
341,-12.024241,-76.98473799999998,-12.027733,-76.992626
342,-12.05473,-77.112336,-12.042956,-77.09869299999998
343,-12.074727,-77.042225,-12.07475,-77.042941
344,-12.07974,-77.043805,-12.077316,-77.04234099999998
345,-12.071503,-77.060111,-12.071729,-77.061294
346,-12.071763,-77.07254,-12.066788,-77.073181
347,-12.071788,-77.072415,-12.066788,-77.073181
348,-12.077359,-77.03318799999998,-12.079482,-77.032956
349,-12.078568,-77.03402699999998,-12.079482,-77.032956
350,-12.113868,-77.029595,-12.114035,-77.028575
351,-12.08091,-77.103915,-12.08174,-77.101478
352,-12.07299,-77.121717,-12.072233,-77.12438199999998
353,-12.071445,-77.122864,-12.072233,-77.12438199999998
354,-12.06914,-77.121475,-12.069576,-77.117976
355,-12.090657,-77.057198,-12.09251,-77.05938999999998
356,-12.088745,-77.05645699999998,-12.087944,-77.054682
357,-12.079301,-77.047234,-12.077112,-77.046467
358,-11.988698,-76.817957,-11.99431,-76.819119
359,-11.972289,-76.756409,-11.97804,-76.77101999999998
360,-11.958671,-76.734932,-11.97804,-76.77101999999998
361,-11.947174,-76.716429,-11.93475,-76.703506
362,-11.936658,-76.697759,-11.934497,-76.693449
363,-12.091497,-77.013592,-12.094992,-77.013311
364,-12.090899,-77.033358,-12.090461,-77.033411
365,-12.096047,-77.01267099999998,-12.094992,-77.013311
366,-12.080009,-76.986475,-12.079563,-76.99189099999998
367,-12.048466,-76.937324,-12.029348,-76.935867
368,-12.141308,-77.02082699999998,-12.143315,-77.016289
369,-12.138702,-77.021907,-12.155444,-77.020797
370,-12.136674,-77.021392,-12.155444,-77.020797
371,-12.114796,-77.026464,-12.114202,-77.02855099999998
372,-12.112426,-77.02491399999998,-12.1135,-77.024045
373,-12.135568,-76.997938,-12.13275,-76.98280099999998
374,-12.137872,-76.99703499999998,-12.138019,-76.984454
375,-12.128442,-77.002961,-12.128196,-76.990622
376,-12.042874,-77.03255199999998,-12.042804,-77.03877799999998
377,-12.079082,-77.01943699999998,-12.081379,-77.020143
378,-12.0735,-77.01315099999998,-12.070528,-77.01695999999998
379,-12.073075,-77.012184,-12.070528,-77.01695999999998
380,-11.878843,-77.13174499999998,-11.885332,-77.12770299999998
381,-11.886132,-77.132599,-11.885332,-77.12770299999998
382,-11.88623,-77.127401,-11.885332,-77.12770299999998
383,-11.839665,-77.106425,-11.83715,-77.108418
384,-11.841955,-77.11014199999998,-11.83715,-77.108418
385,-11.83945,-77.110394,-11.83715,-77.108418
386,-12.019149,-77.035819,-12.01849,-77.03192
387,-12.146376,-77.007998,-12.147,-77.015679
388,-12.142756,-77.01649399999998,-12.143315,-77.016289
389,-12.145975,-77.00642499999998,-12.14535,-76.98790599999998
390,-12.142953,-77.005252,-12.14535,-76.98790599999998
391,-12.155293,-76.976927,-12.153017,-76.975122
392,-12.160173,-76.97463399999998,-12.161379,-76.973275
393,-12.160461,-76.97583199999998,-12.161379,-76.973275
394,-12.158468,-77.02306799999998,-12.157153,-77.02289899999998
395,-12.034897,-77.04904,-12.034794,-77.05480799999998
396,-12.03304,-77.053667,-12.034794,-77.05480799999998
397,-12.004654,-77.083217,-12.006118,-77.106324
398,-12.015867,-77.07780599999998,-12.022506,-77.081158
399,-12.027815,-77.075806,-12.028524,-77.076463
400,-12.031146,-77.077005,-12.028524,-77.076463
401,-11.991853,-77.07173199999998,-11.993535,-77.07191799999998
402,-11.993609,-77.07700599999998,-11.993535,-77.07191799999998
403,-11.994675,-77.07315699999998,-11.993535,-77.07191799999998
404,-12.112499,-77.009065,-12.112153,-77.002835
405,-12.110758,-76.979106,-12.106576,-76.97962699999998
406,-12.122538,-76.999885,-12.121196,-76.998969
407,-12.124281,-77.00463,-12.112153,-77.002835
408,-11.883698,-76.43975899999998,-11.842836,-76.38147999999998
409,-11.841207,-76.37866699999998,-11.842836,-76.38147999999998
410,-11.844431,-76.385923,-11.842836,-76.38147999999998
411,-11.845136,-76.386961,-11.842836,-76.38147999999998
412,-11.846329,-76.38657499999998,-11.842836,-76.38147999999998
413,-11.84329,-76.38227999999998,-11.842836,-76.38147999999998
414,-11.843203,-76.38383399999998,-11.842836,-76.38147999999998
415,-11.923575,-76.66437899999998,-11.923709,-76.66298299999998
416,-11.927428,-76.66352999999998,-11.923709,-76.66298299999998
417,-12.044853,-76.964967,-12.032369,-76.962412
418,-12.078336,-77.061383,-12.084195,-77.060991
419,-11.908444,-77.03372299999998,-11.90831,-77.03463499999998
420,-12.074064,-77.163166,-12.07111,-77.16643
421,-12.18787,-76.866781,-12.210271,-76.907281
422,-12.085675,-77.001756,-12.08429,-77.00242199999998
423,-12.117444,-76.979061,-12.130243,-76.981031
424,-12.120946,-76.976669,-12.130243,-76.981031
425,-12.124356,-76.97369999999998,-12.130243,-76.981031
426,-12.109887,-76.967943,-12.106727,-76.971378
427,-12.110251,-76.97011,-12.106727,-76.971378
428,-12.096146,-76.965315,-12.10031,-76.971125
429,-12.076051,-76.959325,-12.085025,-76.97716
430,-12.066973,-76.94616499999998,-12.062048,-76.94530799999998
431,-12.063462,-76.938376,-12.062048,-76.94530799999998
432,-12.061317,-77.129233,-12.060042,-77.128335
433,-12.084151,-76.928228,-12.08056,-76.935326
434,-12.212595,-77.004202,-12.207803,-77.01227
435,-12.082376,-77.053145,-12.082544,-77.05570299999998
436,-12.083835,-77.054356,-12.086191,-77.05435699999998
437,-12.082306,-77.05997999999998,-12.084195,-77.060991
438,-12.080233,-77.058366,-12.081162,-77.057883
439,-12.068042,-77.00646999999998,-12.067429,-77.01400499999998
440,-12.096576,-76.99948899999998,-12.111898,-76.999302
441,-12.099037,-76.979127,-12.106576,-76.97962699999998
442,-12.098655,-76.976849,-12.106576,-76.97962699999998
443,-12.098478,-76.97525,-12.100188,-76.97136
444,-12.086771,-77.07689,-12.087805,-77.072422
445,-12.088703,-77.082879,-12.078274,-77.086809
446,-12.08194,-77.079599,-12.078274,-77.086809
447,-12.082444,-77.08498799999998,-12.078274,-77.086809
448,-12.103787,-77.05586499999998,-12.106898,-77.05495399999998
449,-12.107201,-77.05464399999998,-12.106926,-77.05494
450,-12.106319,-77.04746199999998,-12.108995,-77.049796
451,-12.103556,-77.04656199999998,-12.108995,-77.049796
452,-12.050284,-77.048105,-12.051836,-77.04604399999998
453,-12.061931,-77.09002099999998,-12.061596,-77.090193
454,-12.054039,-77.13740199999998,-12.060006,-77.13686699999998
455,-12.064109,-77.152332,-12.068406,-77.15809
456,-12.05598,-77.0278,-12.05699,-77.02629399999998
457,-12.103156,-77.02638399999998,-12.103399,-77.026207
458,-11.949222,-77.04915699999998,-11.950983,-77.04994499999998
459,-12.028755,-76.925797,-12.029019,-76.92622199999998
460,-12.167505,-77.02482999999998,-12.167124,-77.025873
461,-12.027002,-77.07984,-12.028524,-77.076463
462,-12.009711,-77.050071,-12.01005,-77.04895999999998
463,-11.986994,-77.06694199999998,-11.983645,-77.062899
464,-11.936162,-77.054736,-11.935852,-77.051615
465,-12.198722,-76.94574199999998,-12.198331,-76.952506
466,-12.119904,-77.03202899999998,-12.118871,-77.036776
467,-12.082797,-77.033429,-12.082341,-77.033375
468,-12.05362,-77.04544199999998,-12.051836,-77.04604399999998
469,-12.023704,-76.886134,-12.030717,-76.889161
470,-12.113718,-76.975249,-12.106576,-76.97962699999998
471,-12.051705,-77.130824,-12.054327,-77.129063
472,-12.053093,-77.133892,-12.054327,-77.129063
473,-12.020798,-76.956585,-12.032369,-76.962412
474,-12.03514,-77.068847,-12.032111,-77.066517
475,-11.965717,-77.061317,-11.966313,-77.056399
476,-11.932195,-77.05524099999998,-11.930155,-77.057024
477,-11.897436,-77.049071,-11.899205,-77.038696
478,-12.147616,-76.982961,-12.14535,-76.98790599999998
479,-12.492029,-76.787379,-12.327203,-76.824979
480,-12.229159,-76.8583,-12.228222,-76.85810999999998
481,-12.126559,-77.01548699999998,-12.127158,-77.013495
482,-12.083858,-77.024894,-12.082548,-77.0232
483,-12.078959,-76.982718,-12.085025,-76.97716
484,-12.090898,-76.97128499999998,-12.085025,-76.97716
485,-12.107709,-77.03560199999998,-12.108609,-77.03272099999998
486,-12.029017,-77.028267,-12.024557,-77.02775599999998
487,-12.15003,-76.992722,-12.150745,-76.988438
488,-12.182422,-77.01146099999998,-12.183889,-77.008213
489,-12.106864,-77.00780399999998,-12.106298,-77.007236
490,-12.050709,-77.06477499999998,-12.050049,-77.06214
491,-12.103599,-77.006344,-12.105706,-77.00754
492,-12.144946,-77.021724,-12.155444,-77.020797
493,-12.098258,-76.97375499999998,-12.100188,-76.97136
494,-12.055871,-77.021867,-12.056772,-77.022013
495,-12.025052,-77.010768,-12.027145,-77.01135499999998
496,-12.064911,-77.04406299999998,-12.064615,-77.045473
497,-12.049397,-76.97810699999998,-12.043567,-76.97517
498,-12.032929,-76.98866599999998,-12.027733,-76.992626
499,-12.017825,-76.94701399999998,-12.017351,-76.947927
500,-12.09086,-76.998293,-12.085748,-76.992681
501,-12.10919,-76.985752,-12.110855,-76.98351499999998
502,-12.054299,-77.061065,-12.050049,-77.06214
503,-12.05634,-77.042573,-12.052711,-77.04196299999998
504,-12.103235,-77.032847,-12.103441,-77.02994599999998
505,-12.063232,-77.044452,-12.064615,-77.045473
506,-12.030455,-77.029706,-12.030545,-77.03184199999998
507,-11.995553,-77.06703,-11.991571,-77.06792
508,-12.002217,-77.101273,-12.001862,-77.10729999999998
509,-12.042883,-76.997378,-12.044686,-76.99806499999998
510,-12.055034,-76.95389799999998,-12.052893,-76.95163599999998
511,-12.05585,-76.952447,-12.052893,-76.95163599999998
512,-12.0653,-76.996442,-12.064814,-76.98979099999998
513,-12.071714,-76.99613999999998,-12.07332,-76.991967
514,-12.058439,-77.124223,-12.053976,-77.123382
515,-12.076337,-77.062576,-12.071729,-77.061294
516,-12.074943,-77.06038599999998,-12.072859,-77.05914099999998
517,-12.141234,-77.02408599999998,-12.155444,-77.020797
518,-12.143356,-77.00004699999998,-12.14535,-76.98790599999998
519,-12.129013,-77.00871499999998,-12.127158,-77.013495
520,-12.113046,-76.990553,-12.111345,-76.990702
521,-12.092529,-76.97345,-12.085025,-76.97716
522,-12.093916,-76.94999799999998,-12.091063,-76.9496
523,-12.09222,-76.925787,-12.08056,-76.935326
524,-12.099209,-76.92152,-12.126864,-76.959383
